cuisine,ingredient,weight
Homemade Garlic Mayonnaise,Garlic Powder (Easily available at large supermarkets.),2 tbsp
Hummus,Chickpeas in clay,1 cup
Hummus,Vinegar (lemon juice),a little
Hummus,Tahini Paste,a little
Hummus,garlic powder,a little
hummus,salt,1 tsp
hummus,Cumin powder (pepper),a little
fish cake soup,Comprehensive fish cake,500g
fish cake soup,water,1.2L
fish cake soup,pack again,One
fish cake soup,radish,100g
fish cake soup,carrot,100g
fish cake soup,soy sauce,3 tablespoons
Lemon Cream Shrimp,lemon juice,2 tablespoons
Lemon Cream Shrimp,Condensed milk,2 tablespoons
Lemon Cream Shrimp,whipping cream,3 tablespoons
Lemon Cream Shrimp,mayonnaise,6 tablespoons
Lemon Cream Shrimp,shrimp,20
Lemon Cream Shrimp,Rice wine,2 tablespoons
Lemon Cream Shrimp,potato starch,1 cup
Lemon Cream Shrimp,tempura powder,1/3 cup
Lemon Cream Shrimp,egg white,Three
Lemon Cream Shrimp,cooking oil,1/3 cup
clam kalguksu,Clam,400g
clam kalguksu,water,700L
clam kalguksu,chopped garlic,1/2 tbsp
clam kalguksu,carrot,10-Jan
clam kalguksu,squash,6-Jan
clam kalguksu,Kalguksu Noodles,300g
clam kalguksu,soy sauce,1/2 tbsp
real red bean water,red bean in clay,3/2 cup
real red bean water,salt,a pinch
Marbled Nasi Goreng,marbled,150g
Marbled Nasi Goreng,host,1 zoom
Marbled Nasi Goreng,egg,2
Marbled Nasi Goreng,Thai pepper,Three
Marbled Nasi Goreng,chopped garlic,1 t
Marbled Nasi Goreng,whole garlic,2
Marbled Nasi Goreng,Chives,One
Marbled Nasi Goreng,soy sauce,2t
Marbled Nasi Goreng,Oyster Sauce,2t
Marbled Nasi Goreng,cooking wine,2t
Marbled Nasi Goreng,sugar,1 t
Marbled Nasi Goreng,pepper,1 pinch
Marbled Nasi Goreng,cooking oil,3t
Marbled Nasi Goreng,rice,1 air
Kimchi Fish Cake Udon,Fish cake,1 bag
Kimchi Fish Cake Udon,kimchi,1/3 cup
Kimchi Fish Cake Udon,onion,4-Jan
Kimchi Fish Cake Udon,mushroom,Three
Kimchi Fish Cake Udon,chili powder,a little
Kimchi Fish Cake Udon,green onion,a little
Kimchi Fish Cake Udon,Sesame oil,1 teaspoon
Kimchi Fish Cake Udon,soy sauce,1 teaspoon
Kimchi Fish Cake Udon,Udon Noodles,One
Garaetteok Tteokbokki,chili powder,2 tbsp
Garaetteok Tteokbokki,sugar,4 tbsp
Garaetteok Tteokbokki,soy sauce,4 tbsp
Garaetteok Tteokbokki,chili pepper paste,2 tbsp
Garaetteok Tteokbokki,pack again,One
Garaetteok Tteokbokki,cabbage,1 cup
Garaetteok Tteokbokki,Fish cake,Chapter 2
Garaetteok Tteokbokki,rice cake,1 line
Garaetteok Tteokbokki,Chives,1 tbsp
Mark Jeongsik,cheese,One
Mark Jeongsik,sausage,One
Mark Jeongsik,Cock Cock Cock Spaghetti,One
Mark Jeongsik,Giant Tteokbokki,One
Makchang Soybean Paste Stew,water,Ttukbaegi for 2 people 2/3
Makchang Soybean Paste Stew,soybean paste,1 tbsp
Makchang Soybean Paste Stew,frozen small intestine,Appropriate amount
Makchang Soybean Paste Stew,tofu,half mo
Makchang Soybean Paste Stew,squash,half
Makchang Soybean Paste Stew,small onion,half
Makchang Soybean Paste Stew,green onion,Appropriate amount
Makchang Soybean Paste Stew,Ingredients for Broth,Appropriate amount
Makchang Soybean Paste Stew,sugar,0.5 teaspoon
Makchang Soybean Paste Stew,spicy chili powder,a little
Makchang Soybean Paste Stew,chopped garlic,1 teaspoon
Makchang Soybean Paste Stew,Spicy pepper,one
 club sandwich,bread,Chapter 2
 club sandwich,Cheddar Cheese,1 page
 club sandwich,lettuce,3g
 club sandwich,tomato slices,Chapter 2
 club sandwich,chicken breast,One
 club sandwich,egg,One
 club sandwich,salt,a little
 club sandwich,pepper,a little
 club sandwich,[Whole Grain Mustard Sauce] Mayonnaise,3 tbsp
 club sandwich,yellow mustard,1 tbsp
 club sandwich,Whole Grain Mustard,1 tbsp
 club sandwich,honey,1 tbsp
 Spicy Mussel Risotto,white rice,1 air
 Spicy Mussel Risotto,mussel,300g
 Spicy Mussel Risotto,onion,6-Jan
 Spicy Mussel Risotto,garlic,2
 Spicy Mussel Risotto,Peperoncini (or Vietnamese peppers),2
 Spicy Mussel Risotto,Jalapeno (pickled),10 things
 Spicy Mussel Risotto,dry parsley,a little
 Spicy Mussel Risotto,(commercially available) chicken stock,a little
 Spicy Mussel Risotto,salt,a little
 Spicy Mussel Risotto,pepper,a little
Honey Banana Toast,bread,Chapter 2
Honey Banana Toast,banana,2-Jan
Honey Banana Toast,Cream Cheese,2 tbsp
Honey Banana Toast,honey,a little
Honey Banana Toast,Cinnamon Powder,a little
Honey Banana Toast,butter,a little
Honey Banana Toast,[Side Menu] Frank Sausage,One
Honey Banana Toast,bacon,1 page
Honey Banana Toast,young leafy vegetables,30g
Honey Banana Toast,[egg water] egg,One
Honey Banana Toast,milk,50ml
 Shrimp Rose Pasta,pasta,70g
 Shrimp Rose Pasta,penne,20g
 Shrimp Rose Pasta,shrimp,3
 Shrimp Rose Pasta,onion,6-Jan
 Shrimp Rose Pasta,garlic,One
 Shrimp Rose Pasta,broccoli,10g
 Shrimp Rose Pasta,Cherry tomato,2
 Shrimp Rose Pasta,pepperoncini,2
 Shrimp Rose Pasta,commercial tomato sauce,1 cup
 Shrimp Rose Pasta,whipping cream,1/2 cup
 Shrimp Rose Pasta,white wine,50ml
 Shrimp Rose Pasta,dry parsley,a little
Lentil Noodles,lentils,1 cup
Lentil Noodles,peanut,3 tbsp
Lentil Noodles,water,4 cups
Lentil Noodles,cucumber,1-Apr
Lentil Noodles,carding,150g
Lentil Noodles,salt,a little
Hayashi Rice,High Rice Powder,50g
Hayashi Rice,onion,30g
Hayashi Rice,red paprika,20g
Hayashi Rice,yellow paprika,20g
Hayashi Rice,broccoli,20g
Hayashi Rice,black bean,20g
Hayashi Rice,tomato sauce,2 tablespoons
Hayashi Rice,salt,1 tsp
Hayashi Rice,water,350 ml
Thousand Island Dressing,boiled egg,2
Thousand Island Dressing,onion,5-Jan
Thousand Island Dressing,Whole Jalape?o,Three
Thousand Island Dressing,mayonnaise,5 tbsp
Thousand Island Dressing,ketchup,2 tbsp
Thousand Island Dressing,salt and pepper,a little
Thousand Island Dressing,lemon juice,a little
Buttered Milk Cinnamon Baguette,baguette,5 pieces
Buttered Milk Cinnamon Baguette,butter,a tablespoon
Buttered Milk Cinnamon Baguette,Condensed milk,2 tbsp
Buttered Milk Cinnamon Baguette,Cinnamon Powder,a little
Cucumber and Onion Seasoning,cucumber,One
Cucumber and Onion Seasoning,onion,4-Jan
Cucumber and Onion Seasoning,chopped garlic,half a tablespoon
Cucumber and Onion Seasoning,chili powder,a teaspoon
Cucumber and Onion Seasoning,vinegar,3 tbsp
Cucumber and Onion Seasoning,sugar,1 tsp
Cucumber and Onion Seasoning,salt,a little
Japanese style tofu salad,silken tofu,one pack
Japanese style tofu salad,green onion,about 1/3
Japanese style tofu salad,Tzuyu,3 tbsp
Japanese style tofu salad,katsuobushi,wisp
Tuna Salad Tortilla Assam,canned tuna,1 can
Tuna Salad Tortilla Assam,cucumber,One
Tuna Salad Tortilla Assam,paprika,??
Tuna Salad Tortilla Assam,mayonnaise,4 tbsp
Tuna Salad Tortilla Assam,Sweet Chili Sauce,1 tbsp
Tuna Salad Tortilla Assam,Tortilla,Chapter 5
Tuna Salad Tortilla Assam,lettuce,Chapter 5
Tuna Salad Tortilla Assam,Sesame,Chapter 5
Tofu and Anchovy Stew,tofu,300g
Tofu and Anchovy Stew,perilla oil,2 tbsp
Tofu and Anchovy Stew,green onion,15cm
Tofu and Anchovy Stew,onion,3-Feb
Tofu and Anchovy Stew,dried anchovies medium size,1 cup
Tofu and Anchovy Stew,sugar,1 tbsp
Tofu and Anchovy Stew,chili powder,2 tbsp
Tofu and Anchovy Stew,brewed soy sauce,2 tbsp
Tofu and Anchovy Stew,chopped garlic,1 tbsp
Tofu and Anchovy Stew,minced ginger,?? tbsp
Tofu and Anchovy Stew,Mirin,1 tbsp
Tofu and Anchovy Stew,pepper,a little
Golbaengi Spicy Noodles,Canned Golba,1 can
Golbaengi Spicy Noodles,Bean sprouts,100g
Golbaengi Spicy Noodles,Buckwheat noodles,70g
Golbaengi Spicy Noodles,Sesame,Chapter 5
Golbaengi Spicy Noodles,red pepper paste,5 tbsp
Golbaengi Spicy Noodles,Perilla Sesame Powder,1 tbsp
Tofu Okonomiyaki,tofu,100g
Tofu Okonomiyaki,cabbage,1 zoom
Tofu Okonomiyaki,onion,??
Tofu Okonomiyaki,green onion,12cm
Tofu Okonomiyaki,pancake powder,7 tbsp
Tofu Okonomiyaki,egg,2
Tofu Okonomiyaki,Shrimp meat,2/3 cup
Tofu Okonomiyaki,mayonnaise,3 tbsp
Tofu Okonomiyaki,Okonomiyaki Sauce,2 tbsp
Tofu Okonomiyaki,katsuobushi,2 zoom
Souffl? Omelet,egg,Three
Souffl? Omelet,sugar,1 tbsp
Souffl? Omelet,Strawberry Jam,a little
Souffl? Omelet,butter,1 teaspoon
Japanese Rolled Egg Gimbap,Seaweed for Gimbap,Chapter 3
Japanese Rolled Egg Gimbap,rice,2 air
Japanese Rolled Egg Gimbap,carrot,One
Japanese Rolled Egg Gimbap,egg,5 pieces
Japanese Rolled Egg Gimbap,pickled radish,3 lines
Japanese Rolled Egg Gimbap,mayonnaise,Appropriate amount
Japanese Rolled Egg Gimbap,cooking wine,4 tbsp
Japanese Rolled Egg Gimbap,sugar,1 teaspoon
Japanese Rolled Egg Gimbap,"salt, pepper",a little
Japanese Rolled Egg Gimbap,Sesame oil,1 tbsp
chocolate pound cake,flour,100 grams
chocolate pound cake,cocoa powder,20g
chocolate pound cake,sugar,100 grams
chocolate pound cake,egg,2
chocolate pound cake,butter,100g
chocolate pound cake,baking powder,1 t
chocolate pound cake,commercial chocolate,100 grams
chocolate pound cake,Dried fruits and nuts for topping,Appropriate amount
Walnut Rice,rice,2 air volume
Walnut Rice,walnut,1/3 of rice
Walnut Rice,soy sauce,2 tbsp
Walnut Rice,red wine,2 tbsp
Walnut Rice,furikage,Appropriate amount
Potato Sujebi,Market Potato Sujebi,100g
Potato Sujebi,egg,One
Potato Sujebi,zucchini,3-Jan
Rose Sauce Udon,Udon Sari,One
Rose Sauce Udon,bacon,2 lines
Rose Sauce Udon,shrimp,Three
Creamy Shrimp Gratin,shrimp,150g
Creamy Shrimp Gratin,onion,3-Jan
Creamy Shrimp Gratin,White Mushroom,3-Jan
Chickpea Cheese,Chickpeas in clay,handful
Chickpea Cheese,pizza cheese,Appropriate amount
Chickpea Cheese,spaghetti sauce,8 spoons
Chickpea Cheese,parsley,a little
crab soup,crab,2
crab soup,onion,2-Jan
crab soup,radish,100g
crab soup,Shiitake mushrooms,2
crab soup,green onion,1 unit
crab soup,Cheongyang Pepper,One
crab soup,red pepper,One
crab soup,crown daisy,10 stems
crab soup,anchovy fish,One
crab soup,soybean paste,2 tablespoons
crab soup,chili powder,1 tbsp
crab soup,soy sauce,1/2 tbsp
crab soup,chopped garlic,1/2 tbsp
crab soup,cooking wine,1 tbsp
crab soup,chili powder,1/2 tbsp
Stir-fried Udon,chopped garlic,1 tsp
Stir-fried Udon,Dubanjang,1/2 teaspoon
Stir-fried Udon,carrot,10 grams
Stir-fried Udon,cabbage,20 grams
Stir-fried Udon,shrimp,6
Stir-fried Udon,Udon,One
Stir-fried Udon,chili oil,1 tbsp
Stir-fried Udon,Oyster Sauce,1 tbsp
Stir-fried Udon,host,20 grams
Stir-fried Udon,katsuobushi,1/2 cup
Stir-fried Udon,Chives,2 stems
Chickpea Salad,salad vegetable,Appropriate amount
Chickpea Salad,boiled chickpeas,Appropriate amount
Chickpea Salad,Balsamic vinegar,2 tbsp
Chickpea Salad,sugar,1 tbsp
Chickpea Salad,olive oil,1 tbsp
Chickpea Salad,lemon juice,1 tbsp
Chickpea Salad,Chopped paprika and onion,Appropriate amount
panes spaghetti,Mini Whole Bread,2
panes spaghetti,spaghetti noodles,120g
panes spaghetti,onion,2-Jan
panes spaghetti,Shrimp meat,1 cup
panes spaghetti,spaghetti sauce,1 1/2 cups
panes spaghetti,milk,1 1/2 cups
panes spaghetti,chopped garlic,1/2 tbsp
panes spaghetti,pepper powder,a little
Cabbage Soup Tteokbokki,napa cabbage,Chapter 6
Cabbage Soup Tteokbokki,Tteokbokki Rice Cake,zoom
Cabbage Soup Tteokbokki,onion,2-Jan
Cabbage Soup Tteokbokki,Chives,5 generations
Cabbage Soup Tteokbokki,large dried anchovies,15
Cabbage Soup Tteokbokki,Kelp,4 sheets 5x5cm
Cabbage Soup Tteokbokki,chili pepper paste,4 tbsp
Cabbage Soup Tteokbokki,soy sauce,2 tbsp
Cabbage Soup Tteokbokki,sugar,3 tbsp
Cabbage Soup Tteokbokki,corn syrup,1 tbsp
Cabbage Soup Tteokbokki,chopped garlic,1 tbsp
Cabbage Tofu Soup,cabbage,1/6 barrel
Cabbage Tofu Soup,tofu,1/2 hair
Cabbage Tofu Soup,green onion,15cm
Cabbage Tofu Soup,soybean paste,2 1/2 tbsp
Cabbage Tofu Soup,chopped garlic,1 tbsp
Cabbage Tofu Soup,large dried anchovies,15
Cabbage Tofu Soup,Dried kelp,1 g
Cabbage Tofu Soup,dried shrimp,1/3 cup
Butter Garlic Shrimp,Cocktail Shrimp or Shrimp,20
Butter Garlic Shrimp,lemon,half
Butter Garlic Shrimp,butter,3T
Butter Garlic Shrimp,parsley,2T
Butter Garlic Shrimp,chopped garlic,3T
Butter Garlic Shrimp,olive oil,2T
Butter Garlic Shrimp,flour,1 t
Butter Garlic Shrimp,Mirin,1 t
Butter Garlic Shrimp,salt,1 t
Butter Garlic Shrimp,pepper,1 t
Butter Garlic Shrimp,chili sauce,1T
Gyukatsu,for beef steak,1 pack
Gyukatsu,flour,2T
Gyukatsu,bread crumbs,4T
Gyukatsu,salt,2t
Gyukatsu,pepper,2t
Gyukatsu,starch,4T
Gyukatsu,Wasabi,1 t
Gyukatsu,cooking oil,2 cups
winged gyoza,Wanggyoja,6 pieces
winged gyoza,flour,1T
winged gyoza,water,1T
Neapolitan Pasta,Spaghetti Noodles or Pasta Noodles,200g
Neapolitan Pasta,bacon,4 lines
Neapolitan Pasta,garlic,page 2
Neapolitan Pasta,ketchup,4T
Neapolitan Pasta,onion,half
Neapolitan Pasta,pimento,One
Neapolitan Pasta,Parmesan Cheese Powder,1 t
Neapolitan Pasta,oil,2T
Neapolitan Pasta,salt,1T
Neapolitan Pasta,pepper,1T
Neapolitan Pasta,parsley powder,1 t
fish cake soup,onion,One
fish cake soup,green onion,half
fish cake soup,radish,half
fish cake soup,Clam,10 things
fish cake soup,chopped garlic,1T
fish cake soup,Assorted Eomuk,1 bag
fish cake soup,Shiitake mushrooms,4 pieces
fish cake soup,Cheongyang Pepper,2
fish cake soup,crown daisy,1 bag
fish cake soup,soy sauce,1 cup
fish cake soup,It's an anchovy,1T
fish cake soup,salt,1 t
fish cake soup,water,2L
Jajangmyeon,pork for curry,1 pack
Jajangmyeon,Raw Kalguksu Noodles,1 pack
Jajangmyeon,small zucchini,One
Jajangmyeon,onion,half
Jajangmyeon,cabbage,4-Jan
Jajangmyeon,Chopped Green Onion,half
Jajangmyeon,soy sauce,2T
Jajangmyeon,sugar,2T
Jajangmyeon,oil,10T
Jajangmyeon,Chunjang,150g
Jajangmyeon,starch,3T
Jajangmyeon,cucumber,half
Jajangmyeon,boiled egg,One
Jajangmyeon,water,4 cups
Jajangmyeon,Mirin,2T
Jajangmyeon,salt,1T
Jajangmyeon,pepper,1T
Shrimp Fried Rice,A bowl of white rice,about 210g
Shrimp Fried Rice,Frozen Trimmed Shrimp (small),100g
Shrimp Fried Rice,Chives,2 roots
Squid Kimchi Pancake,kimchi,100g
Squid Kimchi Pancake,Kimchi soup,50g
Squid Kimchi Pancake,pancake powder,half a cup
Bulgogi Spaghetti,Mart Seasoned Bulgogi,one pack
Bulgogi Spaghetti,White Mushroom,two
Bulgogi Spaghetti,enoki mushroom,1/3 pack
Bulgogi Spaghetti,Chives,one root
Bulgogi Spaghetti,spaghetti noodles,100g
Bulgogi Spaghetti,water,1L
Yogurt Ice Persimmon,persimmon,One
Yogurt Ice Persimmon,plain yogurt,1 pack
Yogurt Ice Persimmon,lemon juice,1/2 tbsp
Yogurt Ice Persimmon,honey,1/2 tbsp
Honey Sweet Potato Glutinous Rice Jeon,Honey sweet potato in soil,One
Honey Sweet Potato Glutinous Rice Jeon,glutinous rice flour,Appropriate amount
Honey Sweet Potato Glutinous Rice Jeon,olive oil,a little
Honey Sweet Potato Glutinous Rice Jeon,honey,2-3 tablespoons
Sweet Potato Bacon Frittata,sweet potato,2-Jan
Sweet Potato Bacon Frittata,bacon,Chapter 2
Sweet Potato Bacon Frittata,onion,8-Jan
Sweet Potato Bacon Frittata,broccoli,10g
Sweet Potato Bacon Frittata,egg,2
Sweet Potato Bacon Frittata,corn,1 tbsp
Sweet Potato Bacon Frittata,milk,1/2 cup
Sweet Potato Bacon Frittata,Mustard,1 tbsp
Sweet Potato Bacon Frittata,sugar,a little
Sweet Potato Bacon Frittata,parsley,a little
Soy Sauce Ribs,water,6 cups
Soy Sauce Ribs,soy sauce,1.5 cups
Soy Sauce Ribs,oligosaccharide,0.5 cup
Soy Sauce Ribs,sugar,0.5 cup
Soy Sauce Ribs,ginger powder,a little
Soy Sauce Ribs,onion,2
Soy Sauce Ribs,chopped garlic,2 tbsp
Soy Sauce Ribs,Sesame oil,2 tbsp
Soy Sauce Ribs,pepper powder,a little
Soy Sauce Ribs,cooking wine,1 cup
Soy Sauce Ribs,soju,0.5 cup
Soy Sauce Ribs,green onion,2
Soy Sauce Ribs,apologize,half
Soy Sauce Ribs,whole black pepper,10 grains
Soy Sauce Ribs,pork hind leg,1 root
Soy Sauce Ribs,vermicelli for saree,a little
Soy Sauce Ribs,Sesame,Chapter 5
Soy Sauce Ribs,Whole sesame,a little
Soy Sauce Ribs,Bean sprouts,200g
katsudon,pork cutlet,One
katsudon,egg,2
katsudon,rice,1 air
katsudon,onion,half
katsudon,Tzuyu or Katsuo Soup,3T
katsudon,crown daisy,1 stem
Sulbing Tteokbokki Pizza,flour,250g
Sulbing Tteokbokki Pizza,lukewarm water,120g
Sulbing Tteokbokki Pizza,sugar,2g
Sulbing Tteokbokki Pizza,oil,4g
Sulbing Tteokbokki Pizza,salt,4g
Sulbing Tteokbokki Pizza,instant dry yeast,3g
Sulbing Tteokbokki Pizza,pizza cheese,2 zoom
Sulbing Tteokbokki Pizza,bacon,3 lines
Sulbing Tteokbokki Pizza,small onion,One
Sulbing Tteokbokki Pizza,egg,One
Sulbing Tteokbokki Pizza,parsley,a little
Sulbing Tteokbokki Pizza,chili powder,2.5 tbsp
Sulbing Tteokbokki Pizza,ketchup,2 tbsp
Sulbing Tteokbokki Pizza,curry powder,1.5 tbsp
Sulbing Tteokbokki Pizza,sugar,1 tbsp
Sulbing Tteokbokki Pizza,oligosaccharide,1 tbsp
Sulbing Tteokbokki Pizza,soy sauce,1 tbsp
Sulbing Tteokbokki Pizza,chopped garlic,1 teaspoon
Sulbing Tteokbokki Pizza,pepper powder,a little
Sulbing Tteokbokki Pizza,Sesame oil,1 teaspoon
Sulbing Tteokbokki Pizza,Tteokbokki Rice Cake,Appropriate amount
Soft Tofu Cream Cheese Dip,Cream Cheese,200g
Soft Tofu Cream Cheese Dip,silken tofu,100 grams
Soft Tofu Cream Cheese Dip,mayonnaise,2 tbsp
Soft Tofu Cream Cheese Dip,salt,2 pinches
Soft Tofu Cream Cheese Dip,sugar,1 tbsp
Soft Tofu Cream Cheese Dip,honey or oligosaccharide,1.5 tbsp
Soft Tofu Cream Cheese Dip,pepper,a little
Egg Roll Gimbap,egg,4 pieces
Egg Roll Gimbap,Cheongyang Pepper,2
Egg Roll Gimbap,red bell pepper,half
Egg Roll Gimbap,yellow bell pepper,half
Egg Roll Gimbap,sesame,2T
Egg Roll Gimbap,salt,3T
Egg Roll Gimbap,Sesame oil,3T
Egg Roll Gimbap,Kimbap Kim,Chapter 2
Egg Roll Gimbap,rice,2 air
Egg Roll Gimbap,pepper,2T
Egg Roll Gimbap,olive oil,2T
France Aligo,potato,Three
France Aligo,pizza cheese,2 zoom
France Aligo,whipped cream,150ml
France Aligo,pepper,a little
Shake Shack Burger,minced beef,400g
Shake Shack Burger,Sliced Cheese,Chapter 4
Shake Shack Burger,tomato,2
Shake Shack Burger,endive,Chapter 8
Shake Shack Burger,hamburger buns,4 pieces
Shake Shack Burger,butter,3T
Shake Shack Burger,olive oil,3T
Shake Shack Burger,salt,3T
Shake Shack Burger,pepper,3T
Shake Shack Burger,Chopped Pickle,1T
Shake Shack Burger,mayonnaise,4T
Shake Shack Burger,ketchup,4T
Shake Shack Burger,chopped garlic,1 t
Shake Shack Burger,chili powder,1 t
Shake Shack Burger,whole mustard,1 t
Top Bacon Roll,enoki mushroom,1 bag
Top Bacon Roll,bacon,5 lines
Top Bacon Roll,Herb Salt,a little
Top Bacon Roll,olive oil,a little
Banana Shake,banana,2
Banana Shake,milk,1 1/2 to 2 cups
Banana Shake,sugar,Appropriate amount
Bacon over rice,bacon,5 lines
Bacon over rice,enoki mushroom,1/5 bag
Bacon over rice,onion,2-Jan
Bacon over rice,rice,1 air
Bacon over rice,cooking oil,Appropriate amount
Bacon over rice,salt,a little
Bacon over rice,pepper,a little
Bacon over rice,Tzuyu,2 tbsp
Dumpling gangjeong,dumpling,8-Jun
Dumpling gangjeong,chili pepper paste,1 1/2 tbsp
Dumpling gangjeong,sugar,1 teaspoon
Dumpling gangjeong,corn syrup,1-2 tablespoons
Dumpling gangjeong,Sesame oil,1/2 tbsp
Dumpling gangjeong,chopped garlic,1/2 teaspoon
Dumpling gangjeong,Peanut powder or almond slices,a little
Pork Jjajang Stir-Fried Noodles,pork loin,wisp
Pork Jjajang Stir-Fried Noodles,Jjajang Powder,2-3 tablespoons
Pork Jjajang Stir-Fried Noodles,shredded carrots,5-Jan
Pork Jjajang Stir-Fried Noodles,Onion Slices,4-Jan
Pork Jjajang Stir-Fried Noodles,green onion slices,4-Jan
Pork Jjajang Stir-Fried Noodles,udon noodles,One
Beef Tteok Skewers,Tteokbokki Rice Cake,wisp
Beef Tteok Skewers,sausage,wisp
Beef Tteok Skewers,chili pepper paste,2 tbsp
Beef Tteok Skewers,ketchup,4 tbsp
Beef Tteok Skewers,oligosaccharide,6 tbsp
Braised King Oyster Mushrooms,king oyster mushroom,Three
Braised King Oyster Mushrooms,onion,a little
Braised King Oyster Mushrooms,green onion,a little
Braised King Oyster Mushrooms,soy sauce,3 tbsp
Braised King Oyster Mushrooms,oligosaccharide,2 tbsp
Braised King Oyster Mushrooms,Mirin,2 tbsp
Braised King Oyster Mushrooms,chopped garlic,1 tbsp
Jokbal Bulgogi,Pork feet,400g
Jokbal Bulgogi,cooking oil,1 tbsp
Jokbal Bulgogi,chopped garlic,2 tbsp
Jokbal Bulgogi,onion,40g
Jokbal Bulgogi,green onion,40g
Jokbal Bulgogi,carrot,40g
Jokbal Bulgogi,Cheongyang Pepper,10g
Jokbal Bulgogi,soy sauce,2 tbsp
Jokbal Bulgogi,sugar,1 tbsp
Jokbal Bulgogi,cooking wine,1 tbsp
Jokbal Bulgogi,Rice wine,1 tbsp
Jokbal Bulgogi,Whole sesame,little
Jokbal Bulgogi,Sesame oil,little
Mushroom Rice,mushroom,many
Mushroom Rice,soy sauce,5T
Mushroom Rice,Sesame oil,1T
Mushroom Rice,chopped garlic,1T
Mushroom Rice,sugar,0.5T
Mushroom Rice,chili powder,2T
Mushroom Rice,Whole sesame,many
Vongole Pasta,spaghetti noodles,100g
